,Multiple All,Multiple Fatal,Single All,Single Fatal,Total All,Total Fatal,end_date,start_date,total_reactions,first_react
Hypericum,0,0,1,0,1,0,2015-10-23,1963-07-01,546,1996-02-14
Hypoxis,0,0,0,0,0,0,2011-12-12,1963-07-01,1,
Hypromellose,0,0,0,0,0,0,2016-01-20,1963-07-01,101,1975-05-04
Hyssopus Officinalis,0,0,0,0,0,0,2015-12-07,1963-07-01,11,2013-03-22
Ibandronic Acid,0,0,1,0,1,0,2016-01-21,1963-07-01,910,2003-09-15
Ibritumomab Tiuxetan,0,0,0,0,0,0,2011-12-13,1963-07-01,7,2004-11-30
Ibufenac,0,0,0,0,0,0,2011-12-13,1963-07-01,28,1967-01-01
Ibuprofen,0,0,7,0,7,0,2016-02-09,1963-07-01,10729,
Ibutilide,0,0,0,0,0,0,2011-12-12,1963-07-01,1,
Icatibant,0,0,0,0,0,0,2013-11-26,1963-07-01,9,2010-04-19
Ichthammol,0,0,0,0,0,0,2014-12-15,1963-07-01,9,1964-12-15
Icodextrin,0,0,0,0,0,0,2016-02-08,1963-07-01,1347,1993-10-13
Idarubicin,0,0,0,0,0,0,2015-11-16,1963-07-01,142,1990-04-22
Idarucizumab,0,0,0,0,0,0,2015-11-17,1963-07-01,8,
Idebenone,0,0,0,0,0,0,2013-02-20,1963-07-01,2,2008-08-26
Idoxuridine,0,0,0,0,0,0,2012-05-12,1963-07-01,244,1969-02-24
Idursulfase,0,0,0,0,0,0,2015-12-24,1963-07-01,43,2007-08-12
Ifosfamide,0,0,0,0,0,0,2016-02-04,1963-07-01,749,1980-02-24
Igg1 Anti Human Igf 1r Cd221 Humanised Mouse Recombinant Antibody Em164 Ex Cho,0,0,0,0,0,0,2013-03-15,1963-07-01,7,
Ignatia,0,0,1,0,1,0,2012-01-16,1963-07-01,4,2007-08-13
Ilex,0,0,0,0,0,0,2015-12-03,1963-07-01,43,2003-10-25
Iloprost,0,0,0,0,0,0,2016-01-29,1963-07-01,122,1999-12-31
Imatinib,0,0,6,0,6,0,2016-02-03,1963-07-01,3095,1997-01-21
Imidapril,0,0,0,0,0,0,2014-01-15,1963-07-01,48,1999-06-23
Imiglucerase,0,0,0,0,0,0,2016-02-01,1963-07-01,139,2002-01-01
Imipenem,0,0,0,0,0,0,2016-02-03,1963-07-01,304,
Imipramine,0,0,6,0,6,0,2015-11-04,1963-07-01,1164,1964-02-29
Imiquimod,0,0,0,0,0,0,2016-01-29,1963-07-01,859,1998-10-07
Immu Mn3 Fab' Sh Murine Monoclonal Antibody Fragment,0,0,0,0,0,0,2016-02-01,1963-07-01,17,2000-03-23
Immunoglobulin Normal,0,0,2,0,2,0,2016-02-09,1963-07-01,4237,
Impatiens Glandulifera,0,0,0,0,0,0,2015-02-02,1963-07-01,2,2015-01-08
Imperata Cylindrica,0,0,0,0,0,0,2012-01-16,1963-07-01,5,2001-07-16
Indacaterol,0,0,0,0,0,0,2015-11-26,1963-07-01,200,2011-03-02
Indapamide,0,0,3,0,3,0,2016-02-08,1963-07-01,2571,1978-01-27
Indigo Carmine,0,0,0,0,0,0,2011-12-15,1963-07-01,2,2000-07-09
Indinavir,0,0,0,0,0,0,2015-09-15,1963-07-01,784,1996-07-04
Indium 111,0,0,0,0,0,0,2011-12-13,1963-07-01,4,1995-06-15
Indocyanine Green,0,0,0,0,0,0,2015-12-21,1963-07-01,14,1981-04-16
Indole 3 Carbinol,0,0,0,0,0,0,2011-12-12,1963-07-01,1,2005-12-15
Indomethacin,0,0,44,0,44,0,2015-11-04,1963-07-01,7367,1964-10-06
Indoprofen,0,0,0,0,0,0,2012-01-16,1963-07-01,398,1980-01-22
Indoramin,0,0,0,0,0,0,2015-11-04,1963-07-01,839,1977-11-08
Infliximab,0,0,3,0,3,0,2016-02-09,1963-07-01,11816,
Ingenol Mebutate,0,0,0,0,0,0,2016-02-03,1963-07-01,278,2013-01-29
Inosine,0,0,0,0,0,0,2011-12-12,1963-07-01,7,2009-05-01
Inosine Pranobex,0,0,0,0,0,0,2014-11-04,1963-07-01,104,1984-07-01
Inositol,0,0,0,0,0,0,2015-11-20,1963-07-01,61,1980-08-29
Inositol Nicotinate,0,0,0,0,0,0,2015-01-28,1963-07-01,180,1965-08-24
Inotuzumab Ozogamicin,0,0,0,0,0,0,2016-02-08,1963-07-01,7,2012-03-31
Insulin Analogues,0,0,0,0,0,0,2015-09-16,1963-07-01,91,2013-03-18
Insulin Aspart,0,0,9,0,9,0,2016-02-09,1963-07-01,2359,1996-10-11
Insulin Bovine,0,0,0,0,0,0,2014-11-17,1963-07-01,36,1981-02-05
Insulin Degludec,0,0,0,0,0,0,2015-12-15,1963-07-01,99,2013-03-18
Insulin Detemir,0,0,4,0,4,0,2016-02-09,1963-07-01,1354,2004-07-06
Insulin Glargine,0,0,6,0,6,0,2016-02-08,1963-07-01,2174,2002-03-01
Insulin Glulisine,0,0,0,0,0,0,2015-12-14,1963-07-01,156,2006-03-16
Insulin Human,0,0,5,0,5,0,2016-02-04,1963-07-01,1804,1980-06-01
Insulin Lispro,0,0,6,0,6,0,2016-02-08,1963-07-01,1195,1996-08-01
Insulin Porcine,0,0,1,0,1,0,2015-12-04,1963-07-01,445,1976-12-01
Insulin Source Unspecified,0,0,2,0,2,0,2016-02-04,1963-07-01,841,1966-11-01
Interferon Alfa,0,0,10,0,10,0,2016-02-09,1963-07-01,4202,
Interferon Beta,0,0,0,0,0,0,2016-02-09,1963-07-01,2918,
Interferon Gamma,0,0,0,0,0,0,2016-01-20,1963-07-01,36,1995-11-22
Interleukin 10 Human,0,0,0,0,0,0,2011-12-12,1963-07-01,2,2003-01-20
Interleukin 2 Human,0,0,0,0,0,0,2015-10-15,1963-07-01,105,1993-02-10
Inula,0,0,0,0,0,0,2012-01-19,1963-07-01,7,2007-10-22
Inulin,0,0,0,0,0,0,2011-12-13,1963-07-01,53,1972-11-03
Iobenguane,0,0,0,0,0,0,2015-12-22,1963-07-01,34,1996-12-05
Iobitridol,0,0,0,0,0,0,2015-08-19,1963-07-01,170,1997-08-07
Iocetamic Acid,0,0,0,0,0,0,2011-12-13,1963-07-01,24,1974-10-01
Iodamide,0,0,0,0,0,0,2011-12-13,1963-07-01,97,1976-09-06
Iodine,0,0,0,0,0,0,2016-01-20,1963-07-01,220,1971-06-01
Iodine 123,0,0,0,0,0,0,2015-12-22,1963-07-01,51,1993-01-13
Iodine Radioactive Isotope Not Specified,0,0,0,0,0,0,2014-07-03,1963-07-01,2,
Iodine131,0,0,0,0,0,0,2015-11-09,1963-07-01,69,
Iodipamide,0,0,0,0,0,0,2011-12-13,1963-07-01,169,1964-07-19
Iodised Oil,0,0,0,0,0,0,2014-04-04,1963-07-01,20,1966-07-14
Iodixanol,0,0,0,0,0,0,2016-01-29,1963-07-01,666,
Iodobenzylguanidine M Iodine 131,0,0,0,0,0,0,2015-08-04,1963-07-01,21,
Iodoform,0,0,0,0,0,0,2015-12-15,1963-07-01,15,1983-08-24
Iodoxamic Acid,0,0,0,0,0,0,2011-12-13,1963-07-01,2,1985-01-10
Ioflupane 123i,0,0,0,0,0,0,2016-01-07,1963-07-01,1,2015-11-11
Ioglycamic Acid,0,0,0,0,0,0,2011-12-13,1963-07-01,89,1973-06-29
Iohexol,0,0,0,0,0,0,2016-02-08,1963-07-01,1292,
Iomeprol,0,0,0,0,0,0,2016-02-08,1963-07-01,210,1997-11-19
Iopamidol,0,0,2,0,2,0,2016-01-25,1963-07-01,1348,1982-05-27
Iopanoic Acid,0,0,0,0,0,0,2011-12-13,1963-07-01,20,1964-11-25
Iophendylate,0,0,0,0,0,0,2012-05-12,1963-07-01,265,1969-04-01
Iopromide,0,0,2,0,2,0,2015-11-04,1963-07-01,954,1987-11-17
Iothalamic Acid,0,0,0,0,0,0,2015-11-30,1963-07-01,670,1965-01-21
Iotrolan,0,0,0,0,0,0,2012-05-12,1963-07-01,22,1992-05-22
Iotroxic Acid,0,0,0,0,0,0,2014-02-18,1963-07-01,31,1984-04-09
Ioversol,0,0,1,0,1,0,2016-02-02,1963-07-01,765,
Ioxaglic Acid,0,0,0,0,0,0,2015-11-30,1963-07-01,132,1983-02-25
Ipilimumab,0,0,0,0,0,0,2016-02-08,1963-07-01,502,
Ipodate,0,0,0,0,0,0,2011-12-13,1963-07-01,198,1964-05-20
Ipratropium,0,0,2,0,2,0,2016-01-28,1963-07-01,949,1977-01-07
Iprindole,0,0,0,0,0,0,2011-12-13,1963-07-01,179,1967-12-01
Iproniazid,0,0,0,0,0,0,2011-12-13,1963-07-01,27,1965-06-01
Irbesartan,0,0,1,0,1,0,2015-12-09,1963-07-01,1442,1997-09-19
Irinotecan,0,0,1,0,1,0,2016-01-27,1963-07-01,636,1996-12-09
Iris Versicolor,0,0,0,0,0,0,2015-12-04,1963-07-01,20,2014-09-18
Iron,0,0,1,0,1,0,2016-02-08,1963-07-01,3126,1963-07-01
Iron Dextran,0,0,0,0,0,0,2016-02-01,1963-07-01,1184,1963-07-01
Iron Iii Hydroxide Oligosaccharide Complex,0,0,0,0,0,0,2016-02-04,1963-07-01,539,2011-03-31
Irvingia,0,0,0,0,0,0,2015-08-13,1963-07-01,19,2012-12-02
Isatis Tinctoria,0,0,0,0,0,0,2012-01-19,1963-07-01,10,2004-11-25
Isavuconazole,0,0,0,0,0,0,2015-09-28,1963-07-01,7,2015-08-26
Isoaminile Citrate,0,0,0,0,0,0,2012-05-12,1963-07-01,12,1967-01-04
Isobutane,0,0,0,0,0,0,2011-12-12,1963-07-01,3,2006-08-03
Isocarboxazid,0,0,0,0,0,0,2015-10-05,1963-07-01,123,1964-05-27
Isoconazole,0,0,0,0,0,0,2015-06-26,1963-07-01,61,1981-12-15
Isoetarine,0,0,0,0,0,0,2012-01-17,1963-07-01,15,1965-11-04
Isoetharine,0,0,0,0,0,0,2011-12-13,1963-07-01,15,1965-11-04
Isoflurane,0,0,1,0,1,0,2015-12-15,1963-07-01,466,1984-09-11
Isoleucine,0,0,0,0,0,0,2016-02-08,1963-07-01,263,1973-05-01
Isometheptene,1,0,0,0,1,0,2013-08-20,1963-07-01,69,1975-10-18
Isoniazid,0,0,0,0,0,0,2016-02-02,1963-07-01,1574,1964-05-11
Isoprenaline,0,0,0,0,0,0,2016-01-27,1963-07-01,177,1965-02-18
Isopropamide,0,0,0,0,0,0,2012-05-12,1963-07-01,31,1964-06-12
Isopropyl Alcohol,0,0,0,0,0,0,2016-02-02,1963-07-01,208,1977-04-01
Isopropyl Myristate,0,0,0,0,0,0,2015-12-31,1963-07-01,102,1997-02-16
Isopropyl Palmitate,0,0,0,0,0,0,2011-12-13,1963-07-01,6,1998-01-26
Isosorbide,0,0,2,0,2,0,2016-02-09,1963-07-01,1459,1965-02-27
Isotretinoin,0,0,7,0,7,0,2016-02-08,1963-07-01,5249,
Isoxsuprine,0,0,0,0,0,0,2011-12-13,1963-07-01,93,1965-02-02
Isradipine,0,0,0,0,0,0,2012-05-12,1963-07-01,265,1989-03-10
Itopride,0,0,0,0,0,0,2015-06-11,1963-07-01,4,2015-05-29
Itraconazole,0,0,2,0,2,0,2016-02-08,1963-07-01,1579,1989-02-14
Ivabradine,0,0,0,0,0,0,2015-12-11,1963-07-01,811,2006-03-04
Ivermectin,0,0,0,0,0,0,2016-02-01,1963-07-01,23,2002-11-12
Jasminum,0,0,0,0,0,0,2012-02-23,1963-07-01,8,2010-09-02
Juglans,0,0,0,0,0,0,2012-05-08,1963-07-01,13,1997-06-02
Juniperus,0,0,0,0,0,0,2016-01-13,1963-07-01,48,1973-08-09
Justicia,0,0,0,0,0,0,2014-06-24,1963-07-01,23,2004-12-12
Kaempferia,0,0,0,0,0,0,2014-06-24,1963-07-01,4,
Kanamycin,0,0,0,0,0,0,2014-04-22,1963-07-01,26,1965-11-06
Kaolin,0,0,0,0,0,0,2012-05-12,1963-07-01,15,1969-08-14
Keratin,0,0,0,0,0,0,2014-01-10,1963-07-01,2,
Ketamine,0,0,0,0,0,0,2016-01-13,1963-07-01,440,1970-05-29
Ketanserin,0,0,0,0,0,0,2011-12-12,1963-07-01,5,2005-08-11
Ketazolam,0,0,0,0,0,0,2012-01-16,1963-07-01,32,1980-06-27
Ketoconazole,0,0,1,0,1,0,2015-11-30,1963-07-01,1325,1981-01-29
Ketoprofen,0,0,2,0,2,0,2016-02-04,1963-07-01,3086,1971-02-04
Ketorolac,0,0,0,0,0,0,2016-01-29,1963-07-01,320,1991-04-11
Ketotifen,0,0,0,0,0,0,2015-03-13,1963-07-01,812,1979-03-16
Kigelia,0,0,0,0,0,0,2013-02-26,1963-07-01,14,2012-11-12
Kochia,0,0,0,0,0,0,2012-01-16,1963-07-01,8,2003-09-04
Konjac Flour,0,0,0,0,0,0,2012-06-01,1963-07-01,25,2011-03-07
Labetalol,0,0,3,0,3,0,2016-01-20,1963-07-01,1552,1975-09-01
Lacidipine,0,0,0,0,0,0,2015-11-04,1963-07-01,755,1993-05-07
Lacosamide,0,0,4,0,4,0,2016-01-21,1963-07-01,670,2008-09-15
Lactic Acid,0,0,0,0,0,0,2015-11-19,1963-07-01,81,1976-06-01
Lactitol,0,0,0,0,0,0,2012-05-08,1963-07-01,16,1992-10-08
Lactobacillus  new,0,0,0,0,0,0,2013-03-27,1963-07-01,2,
Lactobacillus Acidophilus,0,0,0,0,0,0,2012-05-12,1963-07-01,24,1986-01-24
Lactoferrin,0,0,0,0,0,0,2014-01-24,1963-07-01,5,
Lactoperoxidase,0,0,0,0,0,0,2014-01-24,1963-07-01,5,
Lactose,0,0,0,0,0,0,2015-11-30,1963-07-01,21,2006-01-18
Lactuca,0,0,0,0,0,0,2015-05-18,1963-07-01,40,1986-02-13
Lactuca Virosa,0,0,0,0,0,0,2011-12-15,1963-07-01,27,
Lactulose,0,0,0,0,0,0,2016-02-02,1963-07-01,309,1974-02-27
Laetrile,0,0,0,0,0,0,2011-12-15,1963-07-01,5,2007-06-23
Lambrolizumab,0,0,0,0,0,0,2016-01-25,1963-07-01,51,2014-06-25
Laminaria,0,0,0,0,0,0,2013-01-08,1963-07-01,18,2009-01-01
Lamivudine,1,0,1,0,2,0,2016-02-03,1963-07-01,2813,
Lamotrigine,0,0,20,0,20,0,2016-02-08,1963-07-01,7696,1972-11-01
Lanatoside C,0,0,0,0,0,0,2011-12-13,1963-07-01,4,1965-06-11
Lanreotide,0,0,0,0,0,0,2015-12-07,1963-07-01,253,1997-10-24
Lansoprazole,0,0,13,0,13,0,2016-02-09,1963-07-01,8497,
Lanthanum,0,0,0,0,0,0,2015-12-29,1963-07-01,52,2004-04-20
Lapatinib,0,0,0,0,0,0,2016-01-26,1963-07-01,228,2009-04-22
Laronidase,0,0,0,0,0,0,2016-02-01,1963-07-01,151,
Laropiprant,1,0,0,0,1,0,2015-02-03,1963-07-01,177,2009-10-21
Larrea Tridentata,0,0,0,0,0,0,2015-07-21,1963-07-01,3,2006-03-01
Latamoxef,0,0,0,0,0,0,2015-11-30,1963-07-01,164,1982-04-01
Latanoprost,0,0,0,0,0,0,2016-01-18,1963-07-01,1539,
Lauh Bhasma,0,0,0,0,0,0,2015-05-07,1963-07-01,1,2015-04-21
Lavandula Angustifolia,0,0,0,0,0,0,2015-12-18,1963-07-01,38,2005-10-04
Lecithin,0,0,0,0,0,0,2016-02-03,1963-07-01,79,1979-10-12
Ledebourilla Divaricata,0,0,0,0,0,0,2012-05-12,1963-07-01,14,2001-07-16
Ledipasvir,0,0,0,0,0,0,2016-02-09,1963-07-01,116,2015-01-06
Leflunomide,0,0,3,0,3,0,2016-02-04,1963-07-01,2778,1999-10-10
Lenalidomide,0,0,0,0,0,0,2016-02-08,1963-07-01,1232,
Lenograstim,0,0,0,0,0,0,2016-01-12,1963-07-01,98,1994-05-09
Leonurus,0,0,0,0,0,0,2016-01-15,1963-07-01,18,2007-06-07
Leonurus Cardiaca,0,0,0,0,0,0,2013-06-12,1963-07-01,24,1986-02-13
Lepidium Meyenii,0,0,0,0,0,0,2016-02-04,1963-07-01,19,2003-10-25
Lepirudin,0,0,0,0,0,0,2013-11-27,1963-07-01,31,1998-06-28
Leptospermum Petersonii,0,0,0,0,0,0,2014-12-01,1963-07-01,2,2014-11-01
Lercanidipine,0,0,1,0,1,0,2016-02-09,1963-07-01,855,
Letrozole,0,0,8,0,8,0,2016-02-09,1963-07-01,1177,
Leucine,0,0,0,0,0,0,2016-02-08,1963-07-01,264,1973-05-01
Leuprorelin,0,0,2,0,2,0,2016-02-02,1963-07-01,1104,1992-03-04
Levacetylmethadol,0,0,0,0,0,0,2011-12-13,1963-07-01,4,2000-11-06
Levallorphan,0,0,0,0,0,0,2011-12-13,1963-07-01,19,1964-01-01
Levamisole,0,0,0,0,0,0,2012-05-12,1963-07-01,187,1975-02-09
Levetiracetam,0,0,21,0,21,0,2016-02-09,1963-07-01,3860,
Levisticum Officinale,0,0,0,0,0,0,2013-08-09,1963-07-01,5,2013-02-03
Levobunolol,0,0,0,0,0,0,2015-07-23,1963-07-01,100,1989-08-31
Levobupivacaine,0,0,0,0,0,0,2015-10-27,1963-07-01,282,2002-03-11
Levocabastine,0,0,0,0,0,0,2012-05-12,1963-07-01,20,1996-06-17
Levocarnitine,0,0,0,0,0,0,2015-12-29,1963-07-01,45,2000-07-06
Levocarnitine Propyl,0,0,0,0,0,0,2013-02-26,1963-07-01,14,2012-11-12
Levocetirizine,0,0,3,0,3,0,2015-01-05,1963-07-01,233,2001-01-12
Levodopa,6,0,0,0,6,0,2016-02-08,1963-07-01,3172,1969-08-29
Levofloxacin,0,0,0,0,0,0,2016-02-09,1963-07-01,1315,
Levofolinic Acid,0,0,0,0,0,0,2013-11-22,1963-07-01,12,2002-11-18
Levomenthol,0,0,0,0,0,0,2016-01-21,1963-07-01,341,
Levomepromazine,0,0,0,0,0,0,2015-06-10,1963-07-01,169,1985-10-22
Levonorgestrel,1,0,8,0,9,0,2016-02-09,1963-07-01,15149,
Levorphanol,0,0,0,0,0,0,2011-12-13,1963-07-01,6,1968-07-09
Levosimendan,0,0,0,0,0,0,2015-07-01,1963-07-01,11,2005-08-12
Levothyroxine,0,0,12,0,12,0,2016-02-02,1963-07-01,4481,1967-09-01
Lidocaine,0,0,2,0,2,0,2016-02-09,1963-07-01,3773,
Lidofenin,0,0,0,0,0,0,2011-12-13,1963-07-01,5,1997-01-22
Lidoflazine,0,0,0,0,0,0,2012-01-16,1963-07-01,87,1980-04-01
Ligusticum Chuanxiong,0,0,0,0,0,0,2015-10-30,1963-07-01,21,2004-05-10
Ligustrum,0,0,0,0,0,0,2012-01-16,1963-07-01,7,2007-05-19
Linaclotide,0,0,0,0,0,0,2016-02-04,1963-07-01,119,
Linagliptin,0,0,1,0,1,0,2016-01-27,1963-07-01,682,2011-05-01
Lincomycin,0,0,0,0,0,0,2012-01-11,1963-07-01,208,1964-11-01
Lindane,1,0,0,0,1,0,2014-12-24,1963-07-01,45,1964-09-23
Linezolid,0,0,1,0,1,0,2016-02-08,1963-07-01,1348,1999-11-08
Linoleic Acid,0,0,0,0,0,0,2015-09-01,1963-07-01,5,2015-04-22
Linolenic Acid,0,0,0,0,0,0,2015-09-01,1963-07-01,4,2015-04-22
Linum Usitatissimum,0,0,0,0,0,0,2014-01-30,1963-07-01,9,1990-07-29
Liothyronine,0,0,2,0,2,0,2016-01-27,1963-07-01,780,1967-11-16
Lipase,0,0,0,0,0,0,2016-02-03,1963-07-01,58,1986-06-01
Lipegfilgrastim,0,0,0,0,0,0,2015-08-13,1963-07-01,7,
Liquidambar,0,0,0,0,0,0,2011-12-13,1963-07-01,23,1977-03-02
Liraglutide,0,0,0,0,0,0,2016-02-08,1963-07-01,1618,2001-03-21
Lisdexamfetamine,0,0,1,0,1,0,2016-01-25,1963-07-01,247,
Lisinopril,0,0,7,0,7,0,2016-02-03,1963-07-01,7960,1988-06-01
Lithium,0,0,21,0,21,0,2016-02-08,1963-07-01,4070,1968-01-01
Lithospermum,0,0,0,0,0,0,2012-05-12,1963-07-01,10,2000-07-09
Lithospermum Erythrorhizom,0,0,0,0,0,0,2008-12-02,1963-07-01,1,2008-09-26
Lixisenatide,0,0,0,0,0,0,2016-01-27,1963-07-01,429,2013-03-22
Lobelia Inflata,0,0,0,0,0,0,2011-12-13,1963-07-01,26,1964-04-01
Lobeline,0,0,0,0,0,0,2011-12-13,1963-07-01,7,1968-11-16
Lodoxamide,0,0,0,0,0,0,2015-02-23,1963-07-01,88,1991-05-17
Lofepramine,0,0,12,0,12,0,2016-01-29,1963-07-01,5218,1982-09-08
Lofexidine,0,0,0,0,0,0,2015-10-26,1963-07-01,141,1993-02-11
Lolium,0,0,0,0,0,0,2012-04-12,1963-07-01,8,1984-10-01
Lomefloxacin,0,0,0,0,0,0,2012-05-08,1963-07-01,1,
Lomustine,0,0,0,0,0,0,2015-11-18,1963-07-01,66,1972-12-25
Lonicera,0,0,0,0,0,0,2012-05-12,1963-07-01,50,2001-07-16
Loperamide,0,0,1,0,1,0,2016-02-08,1963-07-01,799,1975-07-27
Lophatherum Gracile,0,0,0,0,0,0,2012-01-16,1963-07-01,5,1997-05-01
Lopinavir,0,0,1,0,1,0,2016-02-09,1963-07-01,945,2000-06-12
Loprazolam,0,0,1,0,1,0,2012-05-12,1963-07-01,44,1983-11-19
Loratadine,0,0,4,0,4,0,2015-11-11,1963-07-01,1467,1989-03-24
Lorazepam,0,0,23,0,23,0,2016-02-02,1963-07-01,1645,1973-10-01
Lormetazepam,0,0,1,0,1,0,2015-06-26,1963-07-01,89,1981-06-11
Losartan,0,0,6,0,6,0,2016-02-09,1963-07-01,3334,1995-02-15
Loteprednol,0,0,0,0,0,0,2015-12-11,1963-07-01,12,2010-09-14
Lovastatin,0,0,0,0,0,0,2016-02-08,1963-07-01,10,2008-02-01
Loxapine,0,0,0,0,0,0,2015-11-03,1963-07-01,96,1989-10-31
Lubiprostone,0,0,0,0,0,0,2016-01-20,1963-07-01,9,2015-06-27
Lucilia Sericata,0,0,0,0,0,0,2014-03-14,1963-07-01,9,2010-07-16
Luffa,0,0,0,0,0,0,2015-07-21,1963-07-01,5,2006-03-01
Lumefantrine,0,0,0,0,0,0,2015-06-11,1963-07-01,38,2008-05-02
Lumiracoxib,0,0,0,0,0,0,2012-07-17,1963-07-01,63,2006-03-04
Lurasidone,0,0,0,0,0,0,2015-12-11,1963-07-01,64,2015-01-10
Lutein,0,0,0,0,0,0,2015-08-03,1963-07-01,42,2009-01-07
Luteinising Hormone,1,0,0,0,1,0,2015-08-19,1963-07-01,427,1976-10-25
Lutetium 177lu Dotatate,0,0,0,0,0,0,2014-05-09,1963-07-01,2,
Lycium,0,0,0,0,0,0,2015-07-16,1963-07-01,40,2006-12-23
Lycopene,0,0,0,0,0,0,2015-03-20,1963-07-01,14,2010-05-24
Lycopodium,0,0,0,0,0,0,2012-01-16,1963-07-01,5,
Lygodium,0,0,0,0,0,0,2012-05-08,1963-07-01,15,2008-04-15
Lymecycline,0,0,1,0,1,0,2016-02-08,1963-07-01,560,1964-06-08
Lynoestrenol,0,0,0,0,0,0,2012-05-12,1963-07-01,1509,1964-10-01
Lypressin,0,0,0,0,0,0,2011-12-13,1963-07-01,4,1966-09-29
Lysergide,0,0,0,0,0,0,2015-11-25,1963-07-01,8,1998-02-13
Lysine,0,0,0,0,0,0,2016-02-08,1963-07-01,290,1973-05-01
Lysuride,0,0,0,0,0,0,2012-05-12,1963-07-01,73,1989-11-16
Macitentan,0,0,0,0,0,0,2016-01-27,1963-07-01,53,2014-04-30
Macrogol,0,0,0,0,0,0,2016-02-08,1963-07-01,1118,1990-06-25
Macrogol Cetostearyl Ether,0,0,0,0,0,0,2013-08-09,1963-07-01,2,2013-07-30
Macrogol Hydrogenated Castor Oil,0,0,0,0,0,0,2011-12-12,1963-07-01,3,2010-04-15
Macrogol Lauril Ethers,0,0,0,0,0,0,2015-12-21,1963-07-01,45,1996-03-28
Magaldrate,0,0,0,0,0,0,2011-12-13,1963-07-01,1,1989-02-17
Magnesium,0,0,0,0,0,0,2016-02-09,1963-07-01,2681,1973-05-01
Magnesium Carbonate,0,0,0,0,0,0,2015-08-05,1963-07-01,223,1965-03-20
Magnesium Citrate,0,0,0,0,0,0,2012-05-12,1963-07-01,2,
Magnesium Hydroxide,1,0,0,0,1,0,2015-11-30,1963-07-01,117,1964-10-16
Magnesium Malate,0,0,0,0,0,0,2009-06-11,1963-07-01,5,1998-12-09
Magnesium Oxide,3,0,0,0,3,0,2015-11-13,1963-07-01,424,1969-04-17
Magnesium Stearate,0,0,0,0,0,0,2015-06-03,1963-07-01,34,2008-03-04
Magnesium Trisilicate,0,0,0,0,0,0,2015-11-30,1963-07-01,469,1967-08-15
Magnolia,0,0,0,0,0,0,2012-05-12,1963-07-01,11,2007-10-22
Malathion,0,0,0,0,0,0,2015-04-13,1963-07-01,206,1976-05-06
Malic Acid,0,0,0,0,0,0,2013-11-04,1963-07-01,22,1965-10-19
Malpighia,0,0,0,0,0,0,2016-01-22,1963-07-01,18,2007-12-07
Malt,0,0,0,0,0,0,2012-10-24,1963-07-01,21,2012-02-12
Maltodextrin,0,0,0,0,0,0,2014-09-24,1963-07-01,8,2010-04-15
Maltose,0,0,0,0,0,0,2015-09-02,1963-07-01,2,2010-04-22
Mamma Copolymer,0,0,0,0,0,0,2015-11-30,1963-07-01,42,1988-09-27
Mammalian Blood,0,0,0,0,0,0,2011-05-04,1963-07-01,2,2010-12-14
Mandelic Acid,0,0,0,0,0,0,2012-05-08,1963-07-01,2,2001-01-30
Manganese,0,0,0,0,0,0,2016-02-03,1963-07-01,245,1983-08-17
Manganese Hypophosphite Anhydrous,0,0,0,0,0,0,2008-04-25,1963-07-01,2,1998-12-09
Mannitol,0,0,0,0,0,0,2015-03-10,1963-07-01,31,1974-12-02
Maprotiline,0,0,6,0,6,0,2015-11-30,1963-07-01,1172,1975-02-11
Maraviroc,0,0,0,0,0,0,2015-11-06,1963-07-01,108,2007-11-19
Marimastat,0,0,0,0,0,0,2011-12-12,1963-07-01,1,1998-01-28
Marine Collagen,0,0,0,0,0,0,2016-01-22,1963-07-01,5,2011-08-21
Marine Elastin,0,0,0,0,0,0,2012-07-02,1963-07-01,3,2012-04-30
Maris Sal,0,0,0,0,0,0,2014-12-01,1963-07-01,2,2014-11-01
Marrubium,0,0,0,0,0,0,2012-05-12,1963-07-01,1,
Matricaria,0,0,0,0,0,0,2016-02-01,1963-07-01,36,1990-12-07
Maytenus Macrocarpa,0,0,0,0,0,0,2011-12-12,1963-07-01,5,
Mazindol,0,0,0,0,0,0,2015-11-30,1963-07-01,418,1974-01-02
Mebanazine,0,0,0,0,0,0,2011-12-13,1963-07-01,38,1964-02-26
Mebendazole,0,0,0,0,0,0,2016-02-08,1963-07-01,402,1978-03-01
Mebeverine,0,0,3,0,3,0,2016-01-29,1963-07-01,921,1969-05-15
Mebhydrolin,0,0,0,0,0,0,2015-06-26,1963-07-01,97,1964-07-01
Mebrofenin,0,0,0,0,0,0,2012-05-12,1963-07-01,4,2000-12-06
Mecasermin,0,0,0,0,0,0,2015-05-25,1963-07-01,16,2007-10-16
Meclozine,0,0,0,0,0,0,2014-03-14,1963-07-01,90,1964-08-01
Mecysteine,0,0,0,0,0,0,2013-05-07,1963-07-01,27,1982-01-15
Medazepam,0,0,0,0,0,0,2011-12-13,1963-07-01,58,1971-06-02
Medicago Sativa,0,0,0,0,0,0,2013-06-27,1963-07-01,6,2008-08-26
Medium Chain Triglycerides,0,0,0,0,0,0,2015-06-24,1963-07-01,17,1993-05-13
Medronic Acid,0,0,0,0,0,0,2013-10-16,1963-07-01,222,1978-07-03
Medroxyprogesterone,0,0,2,0,2,0,2016-02-09,1963-07-01,4196,1966-01-06
