,amnesia,total,ratio
Protirelin,16.0,6900.0,0.00231884057971
Protriptyline,346.0,14600.0,0.023698630137
Proxymetacaine,27.0,2830.0,0.0095406360424
Prucalopride,89.0,7830.0,0.0113665389527
Prulifloxacin,7.0,4300.0,0.00162790697674
Prunella,233.0,167000.0,0.00139520958084
Pseudoephedrine,1990.0,145000.0,0.013724137931
Pseudostellaria,26.0,3170.0,0.00820189274448
Psoralia Corylifolia,114.0,11000.0,0.0103636363636
Psorolea,140.0,108.0,1.2962962963
Psychotria,373.0,47000.0,0.00793617021277
Ptychopetalum,60.0,8180.0,0.00733496332518
Pueraria,217.0,153000.0,0.00141830065359
Pulmonary Surfactant,676.0,146000.0,0.0046301369863
Pulsatilla,167.0,163000.0,0.0010245398773
Punica Granatum,265.0,168000.0,0.00157738095238
Purified Honey,38700.0,139000.0,0.278417266187
Purified Talc,308.0,22100.0,0.0139366515837
Pyrantel,49.0,49100.0,0.000997963340122
Pyrazinamide,326.0,69600.0,0.00468390804598
Pyridostigmine,992.0,36800.0,0.0269565217391
Pyrimethamine,203.0,64400.0,0.00315217391304
Pyrithione,41.0,38100.0,0.00107611548556
Pyroxylin,5.0,16400.0,0.00030487804878
Quassia,62.0,32300.0,0.00191950464396
Quercetin,1720.0,390000.0,0.00441025641026
Quetiapine,15900.0,154000.0,0.103246753247
Quinagolide,37.0,4110.0,0.00900243309002
Quinapril,249.0,41800.0,0.00595693779904
Quinestradol,0.0,434.0,0.0
Quinestrol,4.0,2300.0,0.00173913043478
Quinidine,2190.0,369000.0,0.00593495934959
Quinine,1940.0,545000.0,0.00355963302752
Quinupristin,66.0,19400.0,0.00340206185567
Rabdosia Rubescens,13.0,3090.0,0.0042071197411
Rabeprazole,313.0,75100.0,0.00416777629827
Rabies Immunoglobulin,1460.0,29200.0,0.05
Racemethionine,0.0,385.0,0.0
Radium 223,197.0,71100.0,0.00277074542897
Raloxifene,4170.0,96200.0,0.0433471933472
Raltegravir,295.0,39800.0,0.00741206030151
Raltitrexed,34.0,10800.0,0.00314814814815
Ramipril,7980.0,187000.0,0.0426737967914
Ranibizumab,133.0,58100.0,0.00228915662651
Ranitidine,12600.0,264000.0,0.0477272727273
Ranitidine Bismuth Citrate,42.0,6240.0,0.00673076923077
Ranolazine,4060.0,25100.0,0.161752988048
Rape Oil,15000.0,2370000.0,0.00632911392405
Raphanus,87.0,108000.0,0.000805555555556
Rasagiline,459.0,34100.0,0.0134604105572
Rasburicase,30.0,8660.0,0.00346420323326
Rat Igg2b Anti Cd52 Monoclonal Antibody,7.0,983.0,0.00712105798576
Razoxane,0.0,1980.0,0.0
Reboxetine,526.0,38100.0,0.0138057742782
Recombinant Human Anti Actriib Igg1 Lambda Monoclonal Antibody,8.0,10.0,0.8
Recombinant Human Anti Pcsk9 Monoclonal Antibody,19.0,2090.0,0.00909090909091
Recombinant Human Igg4 Kappa Anti Pd1 Monoclonal Antibody,4.0,1160.0,0.00344827586207
Recombinant Human Monoclonal Antibody Ig1 Against Platelet Derived Growth Factor Receptor Alpha,0.0,44.0,0.0
Recombinant Human N Acetylgalactosamine 6 Sulfatase,18.0,2300.0,0.00782608695652
Regadenoson,10.0,6130.0,0.00163132137031
Regorafenib,106.0,44100.0,0.00240362811791
Rehmannia,272.0,52700.0,0.00516129032258
Relaxin Human Recombinant,95.0,6520.0,0.0145705521472
Remifentanil,2980.0,62900.0,0.0473767885533
Remoxipride,158.0,3960.0,0.039898989899
Repaglinide,110.0,53300.0,0.00206378986867
Reproterol,9.0,3470.0,0.00259365994236
Reserpine,1620.0,87500.0,0.0185142857143
Resorcinol,79.0,139000.0,0.000568345323741
Resveratrol,2880.0,770000.0,0.00374025974026
Retapamulin,17.0,5090.0,0.00333988212181
Reteplase,41.0,11900.0,0.00344537815126
Retigabine,275.0,7650.0,0.0359477124183
Retinol,11800.0,926000.0,0.0127429805616
Rhamnus,43.0,97200.0,0.000442386831276
Rhaponticum,64.0,16600.0,0.00385542168675
Rheum,11000.0,734000.0,0.0149863760218
Rhodiola,1090.0,287000.0,0.00379790940767
Rhus,920.0,222000.0,0.00414414414414
Ribose,1370.0,523000.0,0.00261950286807
Ricinus Communis,241.0,192000.0,0.00125520833333
Rifabutin,769.0,50600.0,0.0151976284585
Rifampicin,7800.0,280000.0,0.0278571428571
Rifamycin,8170.0,31700.0,0.257728706625
Rifaximin,223.0,39600.0,0.00563131313131
Rilpivirine,110.0,19500.0,0.00564102564103
Riluzole,629.0,32600.0,0.0192944785276
Rimexolone,9.0,3370.0,0.0026706231454
Rimiterol,4.0,2180.0,0.00183486238532
Rimonabant,1610.0,79900.0,0.0201501877347
Riociguat,90.0,19400.0,0.00463917525773
Risedronic Acid,24.0,2460.0,0.00975609756098
Risperidone,13500.0,207000.0,0.0652173913043
Ritodrine,102.0,14200.0,0.00718309859155
Ritonavir,3940.0,219000.0,0.0179908675799
Rituximab,1910.0,266000.0,0.00718045112782
Rivaroxaban,1190.0,116000.0,0.0102586206897
Rivastigmine,7790.0,51600.0,0.150968992248
Rivoglitazone,485.0,825.0,0.587878787879
Rizatriptan,374.0,40100.0,0.00932668329177
Rocuronium,1540.0,46900.0,0.0328358208955
Rofecoxib,278.0,55400.0,0.00501805054152
Roflumilast,56.0,17500.0,0.0032
Romiplostim,63.0,12100.0,0.00520661157025
Ropinirole,6040.0,47800.0,0.126359832636
Ropivacaine,539.0,44900.0,0.012004454343
Rosa,161000.0,71900000.0,0.00223922114047
Rosiglitazone,3240.0,133000.0,0.0243609022556
Rosmarinus Officinalis,432.0,229000.0,0.0018864628821
Rosuvastatin,1440.0,127000.0,0.0113385826772
Rotigotine,249.0,12600.0,0.0197619047619
Royal Jelly,9370.0,1690000.0,0.00554437869822
Rubia,13700.0,5320000.0,0.00257518796992
Rubia Cordifolia,144.0,21100.0,0.00682464454976
Rubus,217.0,337000.0,0.000643916913947
Rufinamide,331.0,9570.0,0.0345872518286
Rumex,106.0,171000.0,0.000619883040936
Rupatadine,37.0,5470.0,0.00676416819013
Ruscus Aculeatus,70.0,34300.0,0.00204081632653
Ruta,35600.0,14300000.0,0.00248951048951
Rutoside,7870.0,9660.0,0.814699792961
Ruxolitinib,47.0,29300.0,0.00160409556314
Saccharomyces,758.0,991000.0,0.0007648839556
Sacrosidase,7.0,1470.0,0.0047619047619
Saffron,6510.0,2850000.0,0.00228421052632
Salbutamol,12900.0,300000.0,0.043
Salicylamide,32.0,11800.0,0.00271186440678
Salicylic Acid,1690.0,543000.0,0.0031123388582
Salix,290.0,574000.0,0.000505226480836
Salmeterol,549.0,106000.0,0.00517924528302
Salsalate,54.0,11400.0,0.00473684210526
Salvia,16900.0,2000000.0,0.00845
Samarium 153sm Lexidronam,7.0,1180.0,0.00593220338983
Sambucus Nigra,166.0,114000.0,0.00145614035088
Sanguinaria,747.0,127000.0,0.00588188976378
Santonin,10.0,6820.0,0.00146627565982
Saposhnikovia,20.0,3400.0,0.00588235294118
Sapropterin,132.0,5440.0,0.0242647058824
Saquinavir,1410.0,78900.0,0.0178707224335
Sarcandra Glaber,4.0,133.0,0.0300751879699
Sarcostemma,6.0,7330.0,0.000818553888131
Sargassum Pallidum,12.0,1330.0,0.00902255639098
Saussurea,167.0,31700.0,0.00526813880126
Saxagliptin,123.0,31900.0,0.00385579937304
Schedonorus,0.0,3450.0,0.0
Schisandra,655.0,124000.0,0.00528225806452
Schizonepeta,24.0,6290.0,0.00381558028617
Schizonepeta Tennifolia,18.0,2950.0,0.00610169491525
Scrophularia,349.0,38300.0,0.00911227154047
Scutellaria,366.0,105000.0,0.00348571428571
Secale Cereale,35.0,44400.0,0.000788288288288
Secobarbital,1680.0,24600.0,0.0682926829268
Secretin,28800.0,78700.0,0.365946632783
Selegiline,2250.0,71600.0,0.0314245810056
Selenium,3180.0,2300000.0,0.00138260869565
Selenium 75,140000.0,880000.0,0.159090909091
Selenonorcholestenol 75se,0.0,5.0,0.0
Semiaquilegia,2.0,2800.0,0.000714285714286
Senna,6010.0,2590000.0,0.00232046332046
Sepia,8150.0,6020000.0,0.00135382059801
Serenoa Repens,126.0,55900.0,0.00225402504472
Serine,3210.0,1580000.0,0.00203164556962
Serrapeptase,28.0,37900.0,0.000738786279683
Sertindole,154.0,11000.0,0.014
Sertraline,14400.0,276000.0,0.0521739130435
Sestamibi,58.0,45000.0,0.00128888888889
Sevelamer,45.0,27800.0,0.00161870503597
Sevoflurane,4040.0,96900.0,0.0416924664603
Shark Cartilage,2150.0,173000.0,0.0124277456647
Shark Liver Oil,1890.0,111000.0,0.017027027027
Sibutramine,698.0,105000.0,0.00664761904762
Sida Cordifolia,149.0,25300.0,0.00588932806324
Sigesbeckia,8.0,7160.0,0.00111731843575
Sildenafil,34400.0,880000.0,0.0390909090909
Silica,6310.0,4250000.0,0.00148470588235
Silicon,51800.0,16900000.0,0.0030650887574
Silicone,51700.0,17100000.0,0.00302339181287
Silver,267000.0,117000000.0,0.00228205128205
Silver Nitrate,1190.0,698000.0,0.00170487106017
Silybum Marianum,209.0,77900.0,0.00268292682927
Simethicone,280.0,56900.0,0.00492091388401
Simvastatin,20300.0,345000.0,0.0588405797101
Sirolimus,1750.0,146000.0,0.0119863013699
Sitagliptin,152.0,79100.0,0.0019216182048
Sitaxsentan,7.0,3300.0,0.00212121212121
Sitosterol,653.0,150000.0,0.00435333333333
Smilax,271.0,94500.0,0.00286772486772
Smooth Meadow Grass Pollen,55.0,8350.0,0.00658682634731
Snake Venom Antiserum,40.0,5350.0,0.00747663551402
Sodium,56300.0,13800000.0,0.00407971014493
Sodium Acetate,6780.0,1560000.0,0.00434615384615
Sodium Acid Citrate,10100.0,704000.0,0.0143465909091
Sodium Acid Phosphate,6830.0,1900000.0,0.00359473684211
Sodium Acid Pyrophosphate,308.0,222000.0,0.00138738738739
Sodium Alkylsulphoacetate,4.0,16.0,0.25
Sodium Bicarbonate,13900.0,1120000.0,0.0124107142857
Sodium Carbonate,21100.0,1560000.0,0.0135256410256
Sodium Cellulose Phosphate,1720.0,466000.0,0.00369098712446
Sodium Chloride,17600.0,3870000.0,0.00454780361757
Sodium Citrate,21100.0,1240000.0,0.0170161290323
Sodium Fluoride,12900.0,741000.0,0.0174089068826
Sodium Gluconate,2140.0,152000.0,0.0140789473684
Sodium Hydroxide,4090.0,1800000.0,0.00227222222222
Sodium Hypochlorite,10600.0,278000.0,0.0381294964029
Sodium Iodide,1270.0,819000.0,0.00155067155067
Sodium Lactate,4880.0,450000.0,0.0108444444444
Sodium Lauryl Ether Sulphate,918.0,15900.0,0.0577358490566
Sodium Lauryl Ethyl Sulphosuccinate,46.0,12600.0,0.00365079365079
Sodium Lauryl Sulphate,2740.0,58900.0,0.046519524618
Sodium Laurylsulphoacetate,14.0,170.0,0.0823529411765
Sodium Metabisulphite,188.0,26200.0,0.00717557251908
Sodium Monofluorophosphate,25.0,11600.0,0.00215517241379
Sodium Nitroprusside,824.0,98000.0,0.00840816326531
Sodium Perborate,38.0,23800.0,0.00159663865546
Sodium Phosphate,18600.0,2540000.0,0.00732283464567
Sodium Picosulphate,73.0,3240.0,0.0225308641975
Sodium Pidolate,3.0,1850.0,0.00162162162162
Sodium Polymetaphosphate,48.0,1210.0,0.0396694214876
Sodium Pyrophosphate,325.0,223000.0,0.00145739910314
Sodium S Lactate,4170.0,980000.0,0.00425510204082
Sodium Selenate,94.0,23700.0,0.00396624472574
Sodium Sulphate,16600.0,699000.0,0.023748211731
Sodium Tetradecyl Sulphate,47.0,4180.0,0.0112440191388
Sodium Thiosulphate,217.0,45700.0,0.00474835886214
Sofosbuvir,326.0,105000.0,0.00310476190476
Solanum Virginianum,56.0,4400.0,0.0127272727273
Solidago,1280.0,184000.0,0.00695652173913
Solifenacin,354.0,20500.0,0.0172682926829
Somatostatin,1980.0,224000.0,0.00883928571429
Somatrem,6.0,2490.0,0.00240963855422
Somatropin,302.0,67200.0,0.00449404761905
Sophora,5550.0,123000.0,0.0451219512195
Sorafenib,1430.0,132000.0,0.0108333333333
Sorbic Acid,138.0,103000.0,0.00133980582524
Sorbitan,158.0,175000.0,0.000902857142857
Sorbitan Monostearate,224.0,24000.0,0.00933333333333
Sorbitol,1170.0,612000.0,0.00191176470588
Sotalol,1120.0,129000.0,0.00868217054264
Soya Isoflavones,547.0,28400.0,0.0192605633803
Soya Oil,9140.0,749000.0,0.0122029372497
Sparfloxacin,158.0,23500.0,0.00672340425532
Spatholobus,9.0,3030.0,0.0029702970297
Spectinomycin,32.0,52200.0,0.000613026819923
Sphaeranthus,85.0,16900.0,0.00502958579882
Spinacia Oleracea,46.0,42100.0,0.00109263657957
Spiraea,419.0,139000.0,0.00301438848921
Spiramycin,33.0,23200.0,0.0014224137931
Spironolactone,9320.0,222000.0,0.041981981982
Spirulina,2360.0,1320000.0,0.00178787878788
Stannous Fluoride,134.0,19300.0,0.00694300518135
Stannous Pyrophosphate,34.0,5690.0,0.00597539543058
Stanozolol,211.0,151000.0,0.00139735099338
Star Anise Oil,950.0,273000.0,0.00347985347985
Starch Modified,1620.0,325000.0,0.00498461538462
Starches,6590.0,3460000.0,0.00190462427746
Stavudine,1600.0,55900.0,0.0286225402504
Stellaria Media,76.0,52100.0,0.00145873320537
Stephania,55900.0,213000.0,0.262441314554
Sterculia,42.0,42200.0,0.000995260663507
Stiripentol,245.0,7580.0,0.0323218997361
Streptodornase,4.0,5500.0,0.000727272727273
Streptokinase,309.0,82000.0,0.00376829268293
Streptomycin,12400.0,1210000.0,0.0102479338843
Strontium 89,17300.0,164000.0,0.105487804878
Strontium Acetate,60.0,39000.0,0.00153846153846
Strontium Chloride,71.0,95400.0,0.000744234800839
Strontium Ranelate,85.0,13400.0,0.00634328358209
Styrax Benzoin,29.0,19300.0,0.00150259067358
Succimer,58.0,5760.0,0.0100694444444
Succinic Acid,1480.0,212000.0,0.00698113207547
Sucralfate,481.0,67200.0,0.00715773809524
Sucrose,16700.0,1790000.0,0.00932960893855
Sugammadex,184.0,11900.0,0.0154621848739
Sulbenicillin,2.0,1550.0,0.00129032258065
Sulconazole,4600.0,4420.0,1.0407239819
Sulfabenzamide,2.0,1260.0,0.0015873015873
Sulfacarbamide,1.0,112.0,0.00892857142857
Sulfadoxine,84.0,33600.0,0.0025
Sulfaguanidine,4.0,4290.0,0.000932400932401
Sulfametopyrazine,1.0,210.0,0.0047619047619
Sulfanilamide,112.0,49200.0,0.00227642276423
Sulfiram,2540.0,1250.0,2.032
Sulindac,4930.0,55000.0,0.0896363636364
Sulphacetamide,27.0,2480.0,0.0108870967742
Sulphadiazine,146.0,13400.0,0.0108955223881
Sulphadimethoxine,3.0,1600.0,0.001875
Sulphadimidine,7.0,4450.0,0.00157303370787
Sulphafurazole,44.0,1090.0,0.0403669724771
Sulphamethizole,2.0,614.0,0.00325732899023
Sulphamethoxazole,5110.0,20500.0,0.249268292683
Sulphamethoxydiazine,0.0,104.0,0.0
Sulphamethoxypyridazine,0.0,530.0,0.0
Sulphapyridine,19.0,3080.0,0.00616883116883
Sulphasalazine,1430.0,20700.0,0.0690821256039
Sulphathiazole,20.0,3050.0,0.00655737704918
Sulphinpyrazone,80.0,2050.0,0.0390243902439
Sulphur,7230.0,2170000.0,0.00333179723502
Sulphur Hexafluoride,109.0,22800.0,0.00478070175439
Sulphuric Acid,1730.0,375000.0,0.00461333333333
Sulpiride,995.0,40500.0,0.0245679012346
Sulthiame,37.0,2880.0,0.0128472222222
Sumatriptan,4110.0,157000.0,0.026178343949
Sunflower Oil,28400.0,1970000.0,0.0144162436548
Sunitinib,1190.0,111000.0,0.0107207207207
Suprofen,19.0,5500.0,0.00345454545455
Sutherlandia,18.0,11700.0,0.00153846153846
Suxamethonium,3360.0,24400.0,0.137704918033
Suxethonium,700.0,107.0,6.54205607477
Swarna Bhang,5.0,1010.0,0.0049504950495
Swertia,97.0,27300.0,0.00355311355311
Synephrine,170.0,67700.0,0.00251107828656
Syzygium,214.0,137000.0,0.00156204379562
Tabernanthe,81.0,6200.0,0.013064516129
Tacalcitol,23.0,6590.0,0.00349013657056
Tacrine,2160.0,28900.0,0.0747404844291
Tacrolimus,2690.0,305000.0,0.00881967213115
Tadalafil,17500.0,772000.0,0.0226683937824
Tafluprost,10.0,7470.0,0.00133868808568
Talampicillin,10900.0,1210.0,9.00826446281
Tamoxifen,4580.0,636000.0,0.00720125786164
Tamsulosin,13900.0,142000.0,0.0978873239437
Tanacetum,194.0,97900.0,0.00198161389173
Tannic Acid,1720.0,115000.0,0.0149565217391
Tapentadol,366.0,23400.0,0.015641025641
Tar,36500.0,22500000.0,0.00162222222222
Taraxacum,172.0,204000.0,0.000843137254902
Tartrazine,150.0,45700.0,0.00328227571116
Taurine,1280.0,516000.0,0.00248062015504
Taurolidine,5.0,4000.0,0.00125
Tauroselcholic Acid,14.0,192.0,0.0729166666667
Taxillus,17.0,3190.0,0.00532915360502
Tazarotene,40.0,22100.0,0.00180995475113
Tazobactam,221.0,98600.0,0.00224137931034
Technetium 99m,1020.0,177000.0,0.00576271186441
Technetium 99m Tc Ec20,20.0,226.0,0.0884955752212
Technetium 99m Tc Medronate,49.0,17200.0,0.0028488372093
Technetium 99mtc Succimer,6.0,448.0,0.0133928571429
Tegafur,20.0,23000.0,0.000869565217391
Tegaserod,79.0,12800.0,0.006171875
Teicoplanin,93.0,47900.0,0.00194154488518
Telaprevir,617.0,62100.0,0.00993558776167
Telbivudine,31.0,13500.0,0.0022962962963
Telithromycin,499.0,30600.0,0.0163071895425
Telmisartan,621.0,117000.0,0.00530769230769
Temafloxacin,36.0,3420.0,0.0105263157895
Temazepam,8220.0,86800.0,0.0947004608295
Temocillin,5.0,3910.0,0.00127877237852
Temoporfin,2.0,2970.0,0.000673400673401
Temozolomide,365.0,104000.0,0.00350961538462
Temsirolimus,116.0,42200.0,0.00274881516588
Tenamfetamine,3.0,859.0,0.0034924330617
Tenecteplase,67.0,14500.0,0.00462068965517
Teniposide,86.0,19800.0,0.00434343434343
Tenofovir,1110.0,153000.0,0.00725490196078
Tenoxicam,80.0,20900.0,0.00382775119617
Terazosin,341.0,49700.0,0.00686116700201
Terbinafine,1990.0,122000.0,0.0163114754098
Terbutaline,451.0,69100.0,0.00652677279305
Terfenadine,524.0,35700.0,0.0146778711485
Terhimalia Chebula,0.0,0.0,
Teriflunomide,160.0,41500.0,0.00385542168675
Teriparatide,58.0,32400.0,0.00179012345679
Terlipressin,6270.0,32700.0,0.191743119266
Terminalia,1040.0,160000.0,0.0065
Terodiline,9.0,1910.0,0.00471204188482
Terpin,4580.0,31000.0,0.147741935484
Terpineol,124.0,57700.0,0.00214904679376
Testosterone,26800.0,4040000.0,0.00663366336634
Tetrabenazine,287.0,17400.0,0.0164942528736
Tetracaine,654.0,39000.0,0.0167692307692
Tetracosactrin,78.0,2220.0,0.0351351351351
Tetracycline,2720.0,779000.0,0.00349165596919
Tetrakis Copper Tetrafluoroborate,6.0,2310.0,0.0025974025974
Tetrofosmin,9.0,13000.0,0.000692307692308
Thalidomide,2750.0,225000.0,0.0122222222222
Thallium,495.0,241000.0,0.00205394190871
Thallium 201,4740.0,58500.0,0.0810256410256
Theobroma Cacao,140.0,161000.0,0.000869565217391
Theobroma Prepared,52.0,18500.0,0.00281081081081
Theobromine,241.0,84200.0,0.0028622327791
Theophylline,3630.0,234000.0,0.0155128205128
Thiabendazole,43.0,30100.0,0.00142857142857
Thiacetazone,6.0,3680.0,0.00163043478261
Thiamazole,474.0,4700.0,0.10085106383
Thiethylperazine,48.0,3340.0,0.014371257485
Thioctic Acid,1870.0,19400.0,0.0963917525773
Thioguanine,63.0,37600.0,0.00167553191489
Thiomersal,272.0,18400.0,0.0147826086957
Thiopental,5440.0,93200.0,0.0583690987124
Thiopentone,6360.0,28300.0,0.224734982332
Thioridazine,1540.0,56900.0,0.027065026362
Thiotepa,104.0,31100.0,0.00334405144695
Thiouracil,36.0,19000.0,0.00189473684211
Threonine,1450.0,792000.0,0.00183080808081
Threonine Dl,908.0,525000.0,0.00172952380952
Thrombin,1370.0,458000.0,0.00299126637555
Thuja,266.0,372000.0,0.000715053763441
Thymol,270.0,161000.0,0.00167701863354
Thymus,2790.0,998000.0,0.00279559118236
Thyroid,33400.0,4270000.0,0.00782201405152
Thyrotrophin,5000.0,14900.0,0.335570469799
Tiagabine,1510.0,21500.0,0.0702325581395
Tianeptine,826.0,27500.0,0.0300363636364
Tiaprofenic Acid,63.0,6070.0,0.0103789126853
Tibolone,50.0,21200.0,0.00235849056604
Ticagrelor,224.0,50400.0,0.00444444444444
Ticarcillin,74.0,33500.0,0.00220895522388
Ticlopidine,953.0,63100.0,0.0151030110935
Tigecycline,99.0,40600.0,0.00243842364532
Tilactase,0.0,928.0,0.0
Tiludronic Acid,45.0,4280.0,0.0105140186916
Timolol,1500.0,112000.0,0.0133928571429
Tin,51100.0,61400000.0,0.000832247557003
Tinidazole,246.0,115000.0,0.00213913043478
Tinospora,580.0,53100.0,0.010922787194
Tinzaparin,58.0,13800.0,0.00420289855072
Tioconazole,33.0,9820.0,0.00336048879837
Tiopronin,8.0,4970.0,0.00160965794769
Tiotropium Bromide,149.0,19600.0,0.00760204081633
Tipifarnib,3.0,7830.0,0.000383141762452
Tipranavir,357.0,24200.0,0.0147520661157
Tirofiban,167.0,29300.0,0.00569965870307
Titanium Dioxide,3750.0,1170000.0,0.00320512820513
Titanium Peroxide,3410.0,173000.0,0.019710982659
Titanium Tannate,2.0,585.0,0.0034188034188
Tivozanib,0.0,4350.0,0.0
Tixocortol,9.0,3690.0,0.00243902439024
Tixocortol Pivalate,23.0,1950.0,0.0117948717949
Tizanidine,2700.0,73800.0,0.0365853658537
Tobramycin,259.0,157000.0,0.00164968152866
Tocainide,49.0,6510.0,0.00752688172043
Tocilizumab,542.0,60500.0,0.00895867768595
Tofenacin,13400.0,575.0,23.3043478261
Tolazamide,94.0,8260.0,0.0113801452785
Tolazoline,60.0,8020.0,0.0074812967581
Tolbutamide,544.0,51600.0,0.0105426356589
Tolcapone,242.0,14400.0,0.0168055555556
Tolfenamic Acid,105.0,7810.0,0.0134443021767
Tolmetin,4980.0,15500.0,0.321290322581
Tolnaftate,52.0,14600.0,0.00356164383562
Tolonium Chloride,13.0,1640.0,0.00792682926829
Tolperisone,43.0,6030.0,0.00713101160862
Tolterodine,362.0,37100.0,0.00975741239892
Tolvaptan,79.0,19900.0,0.00396984924623
Topiramate,17500.0,206000.0,0.0849514563107
Topotecan,172.0,73400.0,0.00234332425068
Torasemide,954.0,12400.0,0.076935483871
Toremifene,62.0,22600.0,0.00274336283186
Trabectedin,55.0,15400.0,0.00357142857143
Trace Elements And Minerals,1610.0,1020000.0,0.00157843137255
Tramadol,12400.0,881000.0,0.0140749148695
Tramazoline,7.0,1530.0,0.00457516339869
Trandolapril,89.0,29000.0,0.00306896551724
Tranexamic Acid,514.0,92000.0,0.00558695652174
Tranylcypromine,910.0,45500.0,0.02
Trastuzumab,1280.0,214000.0,0.00598130841121
Trastuzumab Emtansine,141.0,43700.0,0.00322654462243
Travoprost,97.0,24200.0,0.00400826446281
Trazodone,12000.0,287000.0,0.0418118466899
Treacle,686.0,244000.0,0.00281147540984
Trehalose,1270.0,165000.0,0.00769696969697
Trenbolone,96.0,208000.0,0.000461538461538
Treosulfan,8.0,5930.0,0.00134907251265
Treprostinil,39.0,13900.0,0.00280575539568
Tretinoin,1430.0,277000.0,0.00516245487365
Triamcinolone,1700.0,184000.0,0.00923913043478
Triamterene,841.0,63600.0,0.0132232704403
Triazolam,6440.0,66400.0,0.0969879518072
Tribavirin,2.0,387.0,0.00516795865633
Tribulus,1270.0,634000.0,0.00200315457413
Trichlormethiazide,40.0,4310.0,0.0092807424594
Trichloroethylene,341.0,131000.0,0.00260305343511
Trichlorofluoromethane,9.0,8550.0,0.00105263157895
Trichosanthes Kirilonii,0.0,1.0,0.0
Triclofos,147.0,2570.0,0.0571984435798
Triclosan,1210.0,229000.0,0.00528384279476
Trientine,49.0,7140.0,0.00686274509804
Triethanolamine,142.0,222000.0,0.00063963963964
Trifluoperazine,381.0,32900.0,0.0115805471125
Trifolium,558.0,270000.0,0.00206666666667
Trigonella,199.0,79000.0,0.00251898734177
Trilostane,29.0,7650.0,0.0037908496732
Trimegestone,0.0,1380.0,0.0
Trimeprazine,156.0,4660.0,0.0334763948498
Trimetaphan,111.0,2070.0,0.0536231884058
Trimetazidine,51.0,29300.0,0.00174061433447
Trimethoprim,1720.0,290000.0,0.00593103448276
Trimipramine,522.0,21800.0,0.0239449541284
Triprolidine,118.0,13700.0,0.00861313868613
Tripterygium,10.0,13500.0,0.000740740740741
Triptorelin,68.0,27400.0,0.00248175182482
Triticum Vulgare,92.0,124000.0,0.000741935483871
Troglitazone,85.0,43800.0,0.00194063926941
Trometamol,103.0,23800.0,0.00432773109244
Tropicamide,201.0,37000.0,0.00543243243243
Tropisetron,561.0,15800.0,0.0355063291139
Trospium Chloride,90.0,6780.0,0.0132743362832
Troxerutin,14.0,9080.0,0.00154185022026
Troxidone,11500.0,216.0,53.2407407407
Trypsin,1620.0,985000.0,0.00164467005076
Tryptophan,6130.0,883000.0,0.00694224235561
Tubocurarine Chloride,201.0,10200.0,0.0197058823529
Tulobuterol,9.0,3600.0,0.0025
Tumour Necrosis Factor,13200.0,497000.0,0.0265593561368
Turmeric Extract,7830.0,415000.0,0.0188674698795
Turnera,83900.0,22100000.0,0.0037963800905
Turpentine,709.0,236000.0,0.00300423728814
Tussilago Farfara,67.0,34700.0,0.00193083573487
Typhonium Flagelliforme,18.0,6780.0,0.00265486725664
Tyramine,1130.0,76300.0,0.0148099606815
Tyrosinase,144.0,144000.0,0.001
Tyrosine,5860.0,2060000.0,0.00284466019417
Tyrothricin,12.0,4860.0,0.00246913580247
Ubidecarenone,9.0,9030.0,0.000996677740864
Ulipristal,208.0,20100.0,0.0103482587065
Ulmus,72.0,206000.0,0.000349514563107
Uncaria Tomentosa,167.0,30500.0,0.00547540983607
Undecenoic Acid,67.0,4520.0,0.0148230088496
Uracil,179.0,261000.0,0.000685823754789
Urea,12800.0,2720000.0,0.00470588235294
Urea Hydrogen Peroxide,223.0,104000.0,0.00214423076923
Urginea Maritima,57.0,8450.0,0.00674556213018
Urofollitrophin,6.0,231.0,0.025974025974
Urokinase,306.0,153000.0,0.002
Ursodeoxycholic Acid,201.0,70100.0,0.00286733238231
Urtica,19800.0,202000.0,0.0980198019802
Ustekinumab,95.0,37300.0,0.00254691689008
Vaccininum Myrtillus,88.0,76100.0,0.00115637319317
Vaccinium,170.0,266000.0,0.000639097744361
Valaciclovir,3840.0,55500.0,0.0691891891892
Valdecoxib,1990.0,24500.0,0.0812244897959
Valeriana Officinalis,502.0,91700.0,0.00547437295529
Valganciclovir,224.0,32300.0,0.00693498452012
Valine,1090.0,527000.0,0.00206831119545
Valproic Acid,8910.0,156000.0,0.0571153846154
Valsartan,6380.0,182000.0,0.0350549450549
Valspodar,2.0,3570.0,0.000560224089636
Vancomycin,3490.0,412000.0,0.00847087378641
Vandetanib,69.0,24400.0,0.00282786885246
Vanillyl Butyl Ether,14.0,3070.0,0.00456026058632
Vardenafil,14400.0,399000.0,0.0360902255639
Varenicline,6770.0,56400.0,0.120035460993
Varicella Immunoglobulin,852.0,42500.0,0.0200470588235
Vasopressin,4600.0,297000.0,0.0154882154882
Vecuronium Bromide,217.0,13600.0,0.0159558823529
Vedolizumab,28.0,17000.0,0.00164705882353
Venlafaxine,12000.0,205000.0,0.0585365853659
Verapamil,5380.0,331000.0,0.016253776435
Verbascum,93.0,125000.0,0.000744
Verbena,2060.0,1300000.0,0.00158461538462
Verbena Officinalis,131.0,70600.0,0.00185552407932
Verteporfin,34.0,20800.0,0.00163461538462
